Sales Person,Country,Product,Date,Amount ($),Boxes Shipped
Catarina Monteiro,Japan,Kiehl's Rare Earth Deep Pore Cleansing Masque 250ml,2023-03-21,2189.78,152
Lucas Ribeiro,Singapore,Olay Retinol24 Night Moisturizer 125ml,2021-01-23,440.45,21
Leonor Marques,Italy,Skinceuticals Phyto Corrective Gel 125ml,2021-04-01,9019.29,122
Carolina Jesus,Sweden,REN Clean Skincare Perfect Canvas Clean Primer 50ml,2023-06-12,14650.97,127
Maria Coelho,Brazil,Drunk Elephant T.L.C. Framboos Glycolic Night Serum 15ml,2022-09-23,3017.88,53
Inês Ribeiro,South Korea,Murad Retinol Youth Renewal Serum 100ml,2022-06-19,2515.35,38
Rodrigo Jesus,Colombia,Olay Total Effects 7-in-1 Moisturiser 30g,2020-01-19,8449.31,340
Rafael Neves,Sweden,COSRX Oil-Free Ultra-Moisturizing Lotion 60ml,2024-04-12,1514.69,21
Mariana Cruz,China,REN Clean Skincare Perfect Canvas Clean Primer 50ml,2022-03-10,23396.14,277
Joana Santos,Philippines,Clinique All About Eyes Rich 56.7g,2021-04-03,1140.58,148
Carolina Ferreira,Japan,Pixi Hydrating Milky Serum 200ml,2024-12-07,6983.45,113
Maria Correia,United Kingdom,Clinique Even Better Clinical Radical Dark Spot Corrector 20ml,2020-11-17,3801.56,69
Maria Coelho,Sweden,COSRX Advanced Snail 96 Mucin Power Essence 60ml,2020-09-18,2072.56,49
Inês Monteiro,Chile,Sunday Riley Tidal Brightening Enzyme Water Cream 56.7g,2022-11-10,7476.63,139
Sofia Gomes,United States,La Roche-Posay Lipikar Balm AP+ 15ml,2021-02-19,3563.4,31
Francisco Almeida,Chile,Neutrogena Bright Boost Gel Cream 75ml,2022-10-07,8878.07,133
Francisco Almeida,United States,Olay Vitamin C + Peptide 24 Face Moisturizer 50ml,2020-01-14,11563.55,236
Clara Mendes,Mexico,Paula's Choice RESIST Anti-Aging Clear Skin Hydrator 40ml,2023-01-03,4052.2,87
Margarida Silva,Indonesia,Estée Lauder Revitalizing Supreme+ Moisturizer 40ml,2024-02-17,4660.13,58
João Martins,Philippines,Neutrogena Oil-Free Acne Wash 56.7g,2021-01-15,17390.64,163
Laura Mendes,Colombia,Estée Lauder Nutritious Super-Pomegranate Radiant Energy Eye Jelly 40ml,2024-05-17,9403.41,88
Joana Fernandes,South Korea,CeraVe Moisturising Cream 60ml,2020-03-19,12876.13,140
Matilde Moreira,Colombia,Paula's Choice BOOST 10% Niacinamide Booster 56.7g,2023-07-27,29039.82,309
Rodrigo Coelho,France,La Roche-Posay Hyalu B5 Serum 75ml,2020-09-06,21993.73,333
Mariana Cruz,India,CeraVe AM Facial Moisturising Lotion SPF25 30g,2022-10-06,12547.91,126
João Mendes,France,The Ordinary Hyaluronic Acid 2% + B5 30ml,2020-07-17,9776.35,144
Sofia Nunes,France,Murad Cellular Hydration Barrier Repair Cream 15ml,2021-07-14,3252.51,112
Gonçalo Rodrigues,Indonesia,Bioderma Nodé Detox Shampoo 250ml,2022-08-11,3075.8,107
Margarida Pereira,France,Murad AHA/BHA Exfoliating Cleanser 250ml,2022-09-23,9251.74,86
Catarina Martins,Italy,Clinique Repairwear Laser Focus Eye Cream 75ml,2021-11-12,6148.62,231
Margarida Pereira,United Kingdom,Drunk Elephant C-Firma Fresh Day Serum 75ml,2023-08-24,10920.37,112
Martim Ferreira,Spain,COSRX Full Fit Propolis Light Cream 20ml,2024-01-25,3608.84,33
Francisco Almeida,Argentina,Pixi Retinol Tonic 40ml,2022-12-28,9085.62,94
Francisco Almeida,United States,Sunday Riley Tidal Brightening Enzyme Water Cream 75ml,2021-09-24,2031.7,18
Beatriz Jesus,Sweden,Drunk Elephant A-Passioni Retinol Cream 250ml,2022-07-03,31501.04,330
Inês Martins,Poland,Neutrogena Cellular Boost Concentrate Serum 60ml,2020-05-18,10058.61,137
Rodrigo Jesus,Singapore,REN Clean Skincare Clean Screen Mineral SPF30 50ml,2022-06-07,2467.81,38
Inês Ribeiro,France,The Ordinary Salicylic Acid 2% Solution 75ml,2024-01-16,1368.44,112
Rodrigo Pereira,Japan,Avène Cleanance Expert Emulsion 30g,2021-09-28,618.46,93
Dinis Carvalho,Netherlands,Avène Antirougeurs Jour Redness Relief Cream 125ml,2023-02-04,1057.44,131
Tiago Carvalho,Chile,Kiehl's Super Multi-Corrective Anti-Aging Face & Neck Cream 60ml,2022-12-06,5593.49,62
Lucas Costa,United States,La Roche-Posay Retinol B3 Serum 250ml,2022-11-19,20048.23,250
Martim Silva,Poland,Neutrogena Hydro Boost Eye Gel-Cream 15ml,2021-02-25,2945.8,138
Gonçalo Coelho,India,Estée Lauder Micro Essence Skin Activating Treatment Lotion 60ml,2022-05-05,1782.73,62
Diogo Costa,United States,Kiehl's Midnight Recovery Concentrate 200ml,2020-09-06,1154.79,90
Rafael Pereira,Spain,Murad Rapid Resurgence Eye Lift 15ml,2021-09-26,10667.19,159
Joana Santos,India,The Ordinary AHA 30% + BHA 2% Peeling Solution 75ml,2023-11-05,11674.17,292
Sofia Jesus,Mexico,Drunk Elephant F-Balm Electrolyte Waterbalm 56.7g,2021-01-23,1556.52,46
Inês Nunes,Argentina,Murad Vita-C Glycolic Brightening Serum 40ml,2023-03-28,5658.5,181
Afonso Martins,France,Drunk Elephant C-Firma Fresh Day Serum 250ml,2020-04-21,3021.97,342
Carolina Marques,China,Bioderma Nodé Detox Shampoo 250ml,2020-05-01,15861.98,423
Afonso Monteiro,Netherlands,Bioderma Sebium Pore Refiner 200ml,2021-11-10,33886.67,324
Tomás Martins,Japan,Murad Brightening Booster 56.7g,2023-06-27,111.29,17
Sofia Gomes,Canada,Murad Hydro-Dynamic Ultimate Moisture 30g,2022-05-23,2273.56,36
João Nunes,France,Sunday Riley C.E.O. 15% Vitamin C Brightening Serum 30ml,2020-09-02,4193.91,82
Joana Oliveira,United States,First Aid Beauty Pure Skin Face Cleanser 50ml,2020-10-06,14786.74,224
Miguel Rocha,Chile,COSRX AHA/BHA Clarifying Treatment Toner 250ml,2023-05-26,21983.86,371
Matilde Moreira,Argentina,CeraVe PM Facial Moisturising Lotion 30g,2023-03-22,4446.5,51
Joana Teixeira,United States,The Ordinary Salicylic Acid 2% Solution 125ml,2020-05-27,5586.33,96
Joana Costa,Germany,Kiehl's Clearly Corrective Dark Spot Solution 150ml,2021-11-05,5090.21,45
Catarina Martins,France,Pixi +C VIT Brightening Serum 20ml,2022-05-05,2589.03,102
Leonor Pinto,China,COSRX Balancium B5 Biome Comfort Cream 50ml,2024-09-01,3601.63,132
Ana Monteiro,Germany,Pixi Rose Ceramide Cream 40ml,2020-12-10,2326.86,44
Joana Santos,Germany,Tatcha The Indigo Overnight Repair Treatment 125ml,2021-03-03,4714.23,140
João Nunes,Spain,REN Clean Skincare Evercalm Global Protection Day Cream 15ml,2020-06-17,38220.49,376
Carolina Vieira,Philippines,Drunk Elephant B-Hydra Intensive Hydration Serum 200ml,2022-01-30,3903.63,59
Afonso Almeida,France,Pixi Rose Ceramide Cream 50ml,2021-10-15,6907.9,91
Gonçalo Fernandes,Mexico,Sunday Riley Auto Correct Brightening and Depuffing Eye Contour Cream 30ml,2021-09-17,701.83,27
Mariana Martins,China,Drunk Elephant F-Balm Electrolyte Waterbalm 56.7g,2023-02-07,3176.57,64
Leonor Jesus,Spain,Paula's Choice EARTH SOURCED Antioxidant-Enriched Natural Moisturizer 125ml,2021-12-31,3877.91,84
Dinis Silva,Colombia,Avène PhysioLift Night Smoothing Balm 20ml,2022-05-18,4150.44,47
Rodrigo Pinto,Brazil,REN Clean Skincare Clean Screen Mineral SPF30 150ml,2022-11-12,1467.6,16
Joana Oliveira,Thailand,REN Clean Skincare Ready Steady Glow Daily AHA Tonic 15ml,2023-08-31,3368.85,41
Gonçalo Ribeiro,Singapore,The Ordinary Salicylic Acid 2% Solution 150ml,2024-06-06,7098.07,81
Rafael Pereira,Japan,The Ordinary Salicylic Acid 2% Solution 20ml,2020-01-02,18212.96,210
Diogo Costa,Indonesia,Paula's Choice DEFENSE Antioxidant Pore Purifier 60ml,2020-05-26,1261.86,76
Diogo Ribeiro,Chile,Clinique Turnaround Overnight Revitalizing Moisturizer 250ml,2020-06-18,4023.79,48
Maria Ferreira,Mexico,Bioderma Sensibio Light Soothing Cream 40ml,2020-06-07,9469.93,201
Ana Monteiro,China,Kiehl's Clearly Corrective Dark Spot Solution 150ml,2020-03-13,8240.25,75
Francisco Coelho,Argentina,Drunk Elephant C-Firma Fresh Day Serum 30g,2020-11-11,584.28,26
Diogo Oliveira,Sweden,Sunday Riley Ice Ceramide Moisturizing Cream 30g,2022-08-25,2234.88,124
Afonso Sousa,Thailand,Estée Lauder Resilience Lift Firming & Sculpting Eye Cream 125ml,2021-10-13,2382.26,111
Rodrigo Jesus,Chile,Murad AHA/BHA Exfoliating Cleanser 50ml,2024-10-05,7271.73,300
Laura Ribeiro,Netherlands,Kiehl's Powerful-Strength Line-Reducing Concentrate 100ml,2024-08-18,2762.56,133
Mariana Cruz,Thailand,Sunday Riley Saturn Sulfur Acne Treatment Mask 30g,2023-04-14,16515.03,228
Dinis Cardoso,United States,Clinique Turnaround Overnight Revitalizing Moisturizer 340g,2021-01-28,6708.34,498
Sofia Martins,China,Olay Eyes Ultimate Eye Cream 200ml,2023-07-02,8715.24,92
Tiago Cardoso,Singapore,La Roche-Posay Hyalu B5 Serum 20ml,2021-12-02,1722.18,92
Lucas Santos,Italy,Murad Vita-C Glycolic Brightening Serum 50ml,2021-05-31,7546.89,99
Sara Ferreira,Thailand,First Aid Beauty Ultra Repair Tinted Moisturizer SPF 30 75ml,2021-05-21,6069.94,95
Martim Ferreira,Thailand,Estée Lauder Re-Nutriv Ultimate Lift Age-Correcting Crème 30ml,2020-03-25,2870.33,144
Tomás Correia,India,Pixi Overnight Glow Serum 100ml,2021-08-02,8792.58,193
Lucas Costa,Mexico,First Aid Beauty Eye Duty Triple Remedy AM Gel Cream 60ml,2023-11-05,8267.59,88
Tomás Ribeiro,India,Sunday Riley Good Genes All-In-One Lactic Acid Treatment 200ml,2021-10-03,16960.52,300
Mariana Martins,United Kingdom,Drunk Elephant B-Hydra Intensive Hydration Serum 75ml,2024-10-08,5149.51,123
Laura Fernandes,Philippines,Paula's Choice SKIN RECOVERY Replenishing Moisturizer 30ml,2023-07-21,2162.34,86
João Nunes,Poland,Paula's Choice BOOST 10% Niacinamide Booster 250ml,2023-08-17,2020.55,52
Joana Teixeira,Canada,Murad Vita-C Glycolic Brightening Serum 150ml,2023-03-10,6402.95,97
Rodrigo Pereira,Argentina,Avène Antirougeurs Jour Redness Relief Cream 56.7g,2020-05-13,6257.28,188
Clara Gomes,Brazil,Tatcha The Rice Polish Foaming Enzyme Powder 250ml,2024-03-31,6032.9,57
Rafael Neves,South Korea,First Aid Beauty FAB Skin Lab Resurfacing Liquid 10% AHA 100ml,2020-10-08,2940.86,41
Rafael Vieira,United Kingdom,Drunk Elephant C-Firma Fresh Day Serum 200ml,2022-05-15,4568.68,55
Pedro Cruz,Sweden,Paula's Choice BOOST 10% Niacinamide Booster 125ml,2023-10-16,16883.31,230
Ana Ferreira,Indonesia,First Aid Beauty Ultra Repair Cream 30g,2024-10-24,1248.93,202
Afonso Martins,Germany,Avène Eau Thermale Spray 30g,2022-12-26,3335.06,107
Tiago Cardoso,Germany,Sunday Riley UFO Ultra-Clarifying Face Oil 20ml,2024-08-08,2800.83,77
Dinis Pereira,Chile,Drunk Elephant T.L.C. Framboos Glycolic Night Serum 340g,2020-03-03,15999.39,148
Rafael Pereira,Mexico,Avène Cicalfate+ Restorative Protective Cream 200ml,2021-08-25,8205.88,195
Rafael Martins,Poland,Clinique Even Better Clinical Radical Dark Spot Corrector 125ml,2020-03-20,13401.53,279
Rafael Gomes,France,Neutrogena Norwegian Formula Face Cream 340g,2024-03-24,24375.62,519
Beatriz Marques,Philippines,Sunday Riley Luna Sleeping Night Oil 20ml,2024-06-28,6590.35,140
Rafael Martins,Netherlands,La Roche-Posay Anthelios Invisible Fluid SPF50+ 250ml,2020-01-24,7314.81,63
Martim Pinto,France,REN Clean Skincare Overnight Glow Dark Spot Sleeping Cream 50ml,2024-02-24,374.34,19
Afonso Sousa,Thailand,Skinceuticals Discoloration Defense Serum 15ml,2024-04-17,432.18,22
Martim Cardoso,China,REN Clean Skincare Ready Steady Glow Daily AHA Tonic 56.7g,2024-07-26,13806.53,240
Joana Santos,Colombia,Murad Brightening Booster 100ml,2023-11-25,3119.81,145
Afonso Rocha,Indonesia,Neutrogena Bright Boost Gel Cream 56.7g,2022-04-07,5235.15,95
Lucas Santos,Poland,First Aid Beauty Pure Skin Face Cleanser 30g,2020-05-22,7372.32,78
Rodrigo Moreira,China,Neutrogena Bright Boost Gel Cream 40ml,2023-03-07,3801.0,43
Margarida Cardoso,United States,Avène Cicalfate+ Restorative Protective Cream 15ml,2021-05-19,9942.28,179
Matilde Cruz,France,Clinique Turnaround Overnight Revitalizing Moisturizer 56.7g,2020-10-15,3807.14,107
Afonso Monteiro,Poland,COSRX Ultimate Moisturizing Honey Overnight Mask 30ml,2022-03-24,9124.9,89
Tomás Ribeiro,Netherlands,CeraVe Renewing SA Cream 40ml,2023-03-09,5773.56,122
Joana Fernandes,United Kingdom,Bioderma Sensibio H2O Micellar Water 60ml,2021-01-12,4218.09,79
Beatriz Jesus,Spain,Skinceuticals Metacell Renewal B3 100ml,2023-09-22,17107.33,174
Maria Correia,Sweden,Neutrogena Cellular Boost Concentrate Serum 20ml,2024-11-13,9655.58,120
Rodrigo Teixeira,Spain,Bioderma Pigmentbio C-Concentrate Brightening Serum 15ml,2021-03-27,5849.12,87
Tomás Coelho,United States,La Roche-Posay Retinol B3 Serum 40ml,2020-01-19,16070.02,150
Tomás Rodrigues,Poland,CeraVe Hydrating Cleanser 56.7g,2024-05-16,283.65,83
Rodrigo Pereira,Philippines,REN Clean Skincare Vita Mineral Active 7 Eye Gel 50ml,2023-08-25,30938.12,310
Matilde Moreira,Argentina,REN Clean Skincare Evercalm Global Protection Day Cream 250ml,2020-01-20,20050.53,179
Leonor Marques,United Kingdom,The Ordinary Buffet Multi-Technology Peptide Serum 75ml,2021-03-14,5412.25,72
Afonso Neves,Canada,La Roche-Posay Hyalu B5 Serum 100ml,2023-01-26,8521.73,173
Leonor Jesus,China,Estée Lauder Advanced Night Repair Serum 150ml,2020-02-21,1150.04,53
Ana Teixeira,Mexico,CeraVe Hydrating Cleanser 20ml,2024-07-08,684.91,21
João Martins,Poland,Sunday Riley Good Genes All-In-One Lactic Acid Treatment 15ml,2022-05-10,2129.99,36
Margarida Silva,United States,Kiehl's Powerful-Strength Line-Reducing Concentrate 40ml,2023-12-16,18449.46,164
Afonso Sousa,Brazil,First Aid Beauty FAB Skin Lab Resurfacing Liquid 10% AHA 100ml,2023-02-23,7433.24,352
Inês Nunes,Spain,CeraVe Renewing SA Cream 20ml,2020-05-27,11429.53,139
Miguel Rocha,Mexico,Drunk Elephant Lala Retro Whipped Cream 200ml,2020-03-10,16914.24,467
Carolina Pereira,Netherlands,Clinique Dramatically Different Moisturising Lotion+ 30g,2020-06-03,1661.1,27
Laura Carvalho,Philippines,Drunk Elephant B-Hydra Intensive Hydration Serum 20ml,2024-03-16,15966.26,144
Carolina Vieira,Sweden,Drunk Elephant A-Passioni Retinol Cream 56.7g,2023-09-20,32685.97,345
Martim Rodrigues,United States,Drunk Elephant B-Hydra Intensive Hydration Serum 56.7g,2022-05-22,1883.01,74
Afonso Monteiro,United Kingdom,La Roche-Posay Hyalu B5 Serum 56.7g,2022-12-31,11330.75,416
Rafael Mendes,Mexico,Neutrogena Norwegian Formula Face Cream 200ml,2022-07-28,6727.98,251
Carolina Marques,Sweden,Murad Brightening Booster 125ml,2020-03-01,6658.86,83
Dinis Pereira,Colombia,Bioderma Cicabio Arnica+ Repairing Cream 20ml,2024-08-05,354.42,33
Ana Teixeira,Chile,CeraVe Hydrating Cleanser 200ml,2022-01-17,1411.42,40
Matilde Teixeira,Thailand,COSRX Balancium B5 Biome Comfort Cream 60ml,2020-01-22,4571.21,150
Sara Cruz,Germany,Skinceuticals B5 Gel Hydrating Serum 20ml,2022-08-08,10572.41,362
Sofia Carvalho,United States,Murad Brightening Booster 60ml,2024-12-23,8530.23,85
Tomás Ribeiro,Netherlands,Olay Retinol24 Night Moisturizer 56.7g,2022-12-03,24535.51,262
Afonso Monteiro,Brazil,The Ordinary Retinol 0.5% in Squalane 75ml,2020-10-11,8473.23,86
Sofia Gomes,China,Pixi Overnight Glow Serum 75ml,2021-05-14,6303.92,78
Beatriz Ferreira,Chile,Sunday Riley Luna Sleeping Night Oil 75ml,2020-12-19,37924.92,395
Lucas Rodrigues,Philippines,Bioderma Pigmentbio C-Concentrate Brightening Serum 40ml,2024-06-12,13750.65,326
Tiago Jesus,Indonesia,Clinique All About Eyes Rich 60ml,2022-09-26,8852.55,133
Inês Martins,Japan,CeraVe Hydrating Cleanser 50ml,2023-12-19,2462.44,64
Beatriz Ferreira,Canada,Neutrogena Ultra Sheer Dry-Touch Sunscreen SPF 50+ 40ml,2022-12-09,5682.62,89
Lucas Rodrigues,United States,La Roche-Posay Toleriane Hydrating Gentle Cleanser 125ml,2020-07-10,2017.45,105
Margarida Cardoso,Canada,Avène XeraCalm A.D Lipid-Replenishing Cream 20ml,2022-08-10,1005.75,25
Ana Vieira,Indonesia,Pixi Overnight Glow Serum 125ml,2024-02-09,13287.01,148
Sofia Mendes,Chile,Skinceuticals B5 Gel Hydrating Serum 40ml,2020-12-07,18709.8,169
Francisco Almeida,Colombia,The Ordinary Natural Moisturising Factors + HA 40ml,2023-03-18,4168.94,124
Rodrigo Pereira,Indonesia,Clinique All About Eyes Rich 15ml,2024-01-30,26444.21,402
Lucas Rodrigues,Indonesia,Murad Cellular Hydration Barrier Repair Cream 125ml,2023-06-10,3775.55,41
Francisco Mendes,France,Sunday Riley Tidal Brightening Enzyme Water Cream 15ml,2020-04-19,16440.48,203
Leonor Coelho,Poland,Olay Eyes Ultimate Eye Cream 50ml,2020-08-01,5883.71,109
Joana Santos,Mexico,Drunk Elephant F-Balm Electrolyte Waterbalm 40ml,2022-09-17,4187.97,132
Ana Ferreira,Philippines,Avène Eau Thermale Spray 30ml,2022-06-22,5256.1,171
Laura Soares,Singapore,Sunday Riley Luna Sleeping Night Oil 100ml,2023-03-06,11050.14,123
Catarina Neves,Canada,The Ordinary Salicylic Acid 2% Solution 250ml,2020-05-15,6477.51,254
Rodrigo Pinto,Sweden,COSRX AC Collection Lightweight Soothing Moisturizer 200ml,2020-04-27,9606.52,85
Tiago Cardoso,Italy,Estée Lauder Perfectly Clean Multi-Action Foam Cleanser 200ml,2020-11-21,5662.93,55
Francisco Almeida,Spain,Kiehl's Clearly Corrective Dark Spot Solution 30ml,2021-09-03,10430.64,92
Mariana Martins,Chile,Clinique Turnaround Overnight Revitalizing Moisturizer 340g,2024-03-10,7484.19,144
Laura Carvalho,Netherlands,Tatcha The Essence Plump Skin Softener 340g,2021-09-13,5864.25,142
João Cardoso,China,La Roche-Posay Retinol B3 Serum 250ml,2023-01-28,2377.77,40
Rodrigo Soares,Colombia,Neutrogena Rapid Wrinkle Repair Retinol Cream 200ml,2022-04-02,13442.7,134
Francisco Jesus,Indonesia,COSRX AHA/BHA Clarifying Treatment Toner 150ml,2024-10-05,3785.45,60
Tomás Neves,Singapore,Bioderma Atoderm Intensive Baume 20ml,2023-07-20,5482.07,72
Diogo Rocha,Indonesia,Paula's Choice EARTH SOURCED Antioxidant-Enriched Natural Moisturizer 56.7g,2020-02-21,3733.18,76
Catarina Correia,United Kingdom,Kiehl's Midnight Recovery Concentrate 30ml,2023-12-20,1228.33,18
Afonso Martins,Chile,Drunk Elephant T.L.C. Framboos Glycolic Night Serum 56.7g,2024-11-07,150.45,32
Dinis Carvalho,Poland,Clinique Turnaround Overnight Revitalizing Moisturizer 15ml,2023-03-21,4633.2,119
Rodrigo Teixeira,Indonesia,Clinique All About Eyes Rich 50ml,2024-03-16,3524.67,276
Diogo Costa,China,First Aid Beauty Ultra Repair Firming Collagen Cream 100ml,2021-12-15,1782.45,25
Sara Ferreira,United Kingdom,Pixi Overnight Glow Serum 125ml,2022-09-28,953.91,37
Martim Ferreira,India,Sunday Riley UFO Ultra-Clarifying Face Oil 56.7g,2023-11-09,2413.94,174
Sofia Nunes,Brazil,La Roche-Posay Lipikar Balm AP+ 150ml,2024-09-11,4979.42,63
Rodrigo Cruz,Philippines,Pixi +C VIT Brightening Serum 60ml,2021-06-08,146.01,27
Martim Silva,Singapore,Tatcha The Rice Polish Foaming Enzyme Powder 40ml,2023-03-10,52098.59,515
Sara Fernandes,Japan,Tatcha The Essence Plump Skin Softener 125ml,2023-01-21,1516.74,57
Laura Soares,Indonesia,La Roche-Posay Cicaplast Baume B5 250ml,2022-08-22,2742.68,37
Beatriz Marques,Chile,Pixi Glow Tonic 20ml,2022-11-10,26628.51,287
Inês Nunes,Philippines,Avène Antirougeurs Jour Redness Relief Cream 340g,2020-05-27,4408.83,106
João Mendes,China,Skinceuticals Discoloration Defense Serum 75ml,2020-01-21,6403.64,113
Afonso Martins,Brazil,Drunk Elephant B-Hydra Intensive Hydration Serum 30ml,2022-11-15,25797.2,251
Pedro Santos,Indonesia,Avène Hydrance Rich Rehydrating Cream 30g,2024-11-22,3047.35,88
Clara Gomes,Mexico,Pixi Skintreats Rose Caviar Eye Cream 250ml,2022-01-02,1525.03,39
Gonçalo Ferreira,Brazil,REN Clean Skincare Clean Screen Mineral SPF30 40ml,2022-06-21,13082.14,147
Laura Mendes,Mexico,Sunday Riley Tidal Brightening Enzyme Water Cream 20ml,2024-01-11,3515.69,35
João Martins,Spain,Avène Retrinal+ 0.1 Intensive Cream 125ml,2022-06-12,5445.71,68
João Martins,Brazil,Neutrogena Bright Boost Gel Cream 50ml,2024-04-16,37062.14,377
Mariana Mendes,Sweden,Paula's Choice CALM Redness Relief Moisturizer SPF 30 60ml,2024-08-16,438.38,81
Ana Monteiro,Chile,Estée Lauder Nutritious Super-Pomegranate Radiant Energy Eye Jelly 200ml,2020-09-29,3597.47,85
Diogo Rodrigues,Argentina,First Aid Beauty Eye Duty Triple Remedy AM Gel Cream 60ml,2020-10-04,18675.37,278
Ana Moreira,India,First Aid Beauty KP Bump Eraser Body Scrub 30ml,2023-07-15,48936.97,476
Laura Carvalho,Poland,First Aid Beauty Ultra Repair Tinted Moisturizer SPF 30 150ml,2023-10-17,1755.21,117
Ana Moreira,Japan,Tatcha The Clarifying Clay Mask 30g,2024-02-29,2130.44,29
Rodrigo Cruz,Canada,REN Clean Skincare Overnight Glow Dark Spot Sleeping Cream 250ml,2024-02-01,8888.52,140
Leonor Martins,Brazil,Skinceuticals Physical Fusion UV Defense SPF 50 56.7g,2020-08-09,566.19,22
Miguel Marques,Japan,Estée Lauder Revitalizing Supreme+ Moisturizer 250ml,2024-01-25,12782.93,146
Pedro Sousa,Philippines,First Aid Beauty FAB Skin Lab Resurfacing Liquid 10% AHA 15ml,2024-07-04,1400.21,19
Rafael Mendes,Mexico,REN Clean Skincare Radiance Perfection Serum 75ml,2022-01-15,8081.71,86
Ana Ferreira,Japan,COSRX AHA/BHA Clarifying Treatment Toner 60ml,2022-04-18,7735.52,176
Miguel Martins,Singapore,Olay Super Serum 5-in-1 60ml,2021-10-15,6406.27,140
João Martins,India,Olay Regenerist Micro-Sculpting Cream 56.7g,2020-10-30,1995.21,22
Beatriz Marques,Germany,Murad AHA/BHA Exfoliating Cleanser 60ml,2024-03-29,1657.08,19
Diogo Ribeiro,Colombia,COSRX Advanced Snail 96 Mucin Power Essence 200ml,2022-10-19,2395.51,78
Joana Santos,China,Murad Rapid Resurgence Eye Lift 150ml,2024-06-13,937.44,25
Mariana Teixeira,Brazil,The Ordinary Natural Moisturising Factors + HA 50ml,2021-03-20,21839.19,340
Sofia Nunes,United States,Paula's Choice CLINICAL 1% Retinol Treatment 75ml,2020-04-01,3017.76,56
Rodrigo Teixeira,Netherlands,REN Clean Skincare Vita Mineral Active 7 Eye Gel 30g,2023-06-23,3110.2,29
Ana Ferreira,Singapore,Estée Lauder Revitalizing Supreme+ Moisturizer 15ml,2024-10-29,1946.8,77
